Artist,Name,Year ,Popularity,genre,lyrics
Vanessa Hudgens,Gotta Go My Own Way Lyrics,2007,100,"""tag"",""Pop"").setTargeting(""cid"",""398962595"").setTargeting(""artist"",""vanessahudgens"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Troy, listen.
I gotta say what's on my mind
Something about us
Doesn't seem right these days
Life keeps getting in the way
Whenever we try
Somehow the plan
Is always rearranged
It's so hard to say
But I've got to do what's best for me
You'll be okay
I've got to move on and be who I am
I just don't belong here
I hope you understand
We might find a place in this world someday
But at least for now
I gotta go my own way
Don't wanna leave it all behind
But I get my hopes up
And I watch them fall every time
Another color turns to gray
And it's just to hard
To watch it all
Slowly fade away
I'm leaving today
'Cause I gotta do what's best for me
You'll be okay
I've got to move on and be who I am
I just don't belong here
I hope you understand
We might find a place in this world someday
But at least for now
I gotta go my own way,What about us?
What about everything we've been through?,What about trust?,You know I never wanted to hurt you,What about me?,What am I supposed to do?,I gotta leave but I'll miss you,So, I've got to move on and be who I am,Why do you have to go?,I just don't belong here,I hope you understand,I'm trying to understand,We might find a place in this world someday
But at least for now,I want you to stay,I gotta go my own way,I've got to move on and be who I am,What about us?,I just don't belong here
I hope you understand,I'm trying to understand,We might find a place in this world someday (World someday)
But at least for now
I gotta go my own way
I gotta go my own way
I gotta go-my own way"
Vanessa Hudgens,Start of something new Lyrics,2006,82.24854466,"""tag"",""Pop"").setTargeting(""cid"",""398962595"").setTargeting(""artist"",""vanessahudgens"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Living in my own world
Didn't understand
That anything can happen
When you take a chance,I never believed in
What I couldn't see
I never opened up my heart
To all the possibilities,I know that something has changed
Never felt this way
And right here tonight,This could be the start
Of something new
It feels so right
To be here with you
Oh,And now looking in your eyes
I feel in my heart
The start of something new,Now who'd of ever thought that
We'd both be here tonight?
Oh yeah
And the world looks so much brighter (brighter)
With you by my side (by my side),I know that something has changed
Never felt this way
I know it for real,This could be the start
Of something new
It feels so right
To be here with you
Oh,And now looking in your eyes
I feel in my heart
The start of something new,I never knew that it could happen
Till it happened to me
Oh oh
I didn't know it before
But now it's easy to see
Yeah,It's a start
Of something new
It feels so right
To be here with you
Oh,And now looking in your eyes
I feel in my heart,That it's the start
Of something new
It feels so right
To be here with you
Yeah,And now looking in your eyes
I feel in my heart
The start of something new
The start of something new
The start of something new"
Vanessa Hudgens,Can I Have This Dance Lyrics,2008,80.37723211,"""tag"",""Pop"").setTargeting(""cid"",""398962595"").setTargeting(""artist"",""vanessahudgens"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Take my hand, take a breath
Pull me close and take one step
Keep your eyes locked on mine
And let the music be your guide,Won't you promise me? (Now won't you promise me?, that you'll never forget)
We'll keep dancing (To keep dancing)
Wherever we go next,It's like catching lightning,
The chances of finding
Someone like you
It's one in a million, the chances of feeling
The way we do
And with every step together
We just keep on getting better
So can I have this dance? (Can I have this dance?)
Can I have this dance?,Take my hand, I'll take the lead
And every turn will be safe with me
Don't be afraid, afraid to fall
You know I'll catch you through it all,And you can't keep us apart (Even a thousand miles can't keep us apart)
'Cause my heart is wherever you are,It's like catching lightning, the chances of finding
Someone like you
It's one in a million, the chances of feeling
The way we do,And with every step together
We just keep on getting better
So can I have this dance? (Can I have this dance?)
Can I have this dance?,Oh, no mountain's too high and no ocean's too wide
'Cause together or not, our dance won't stop
Let it rain, let it pour, what we have is worth fighting for
You know I believe that we were meant to be! Oh!,It's like catching lightning, the chances of finding
Someone like you (like you)
It's one in a million, the chances of feeling
The way we do
And with every step together
We just keep on getting better
So can I have this dance? (Can I have this dance?)
Can I have this dance?
Can I have this dance?
Can I have this dance?"
Vanessa Hudgens,I Gotta Go My Own Way Lyrics,2007,78.12767462,"""tag"",""Pop"").setTargeting(""cid"",""398962595"").setTargeting(""artist"",""vanessahudgens"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","I gotta say what's on my mind
Something about us
Doesn't seem right these days
Life keeps getting in the way
Whenever we try
Somehow the plan
Is always rearranged
It's so hard to say
But I've got to do what's best for me
You'll be okay
I've got to move on and be who I am
I just don't belong here
I hope you understand
We might find a place in this world someday
But at least for now
I gotta go my own way
Don't wanna leave it all behind
But I get my hopes up
And I watch them fall every time
Another color turns to gray
And it's just to hard
To watch it all
Slowly fade away
I'm leaving today
'Cause I gotta do what's best for me
You'll be okay
I've got to move on and be who I am
I just don't belong here
I hope you understand
We might find a place in this world someday
But at least for now
I gotta go my own way,What about us?
What about everything we've been through?,What about trust?,You know I never wanted to hurt you,What about me?,What am I supposed to do?,I gotta leave but I'll miss you,So, I've got to move on and be who I am,Why do you have to go?,I just don't belong here
I hope you understand,I'm trying to understand,We might find a place in this world someday
But at least for now,I want you to stay,I gotta go my own way,I've got to move on and be who I am,What about us?,I just don't belong here
I hope you understand,I'm trying to understand,We might find a place in this world someday (World someday)
But at least for now
I gotta go my own way
I gotta go my own way
I gotta go-my own way"
Vanessa Hudgens,Everyday Lyrics,2007,63.94619107,"""tag"",""Pop"").setTargeting(""cid"",""398962595"").setTargeting(""artist"",""vanessahudgens"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Once in a lifetime
Means there's no second chance
So I believe that you and me
Should grab it while we can,Make it last forever
And never give it back
It's our turn, and I'm loving where we're at
Because this moment's really all we have,Everyday of our lives
Wanna find you there, wanna hold on tight
Gonna run while we're young
And keep the faith,Everyday from right now
Gonna use our voices and scream out loud
Take my hand, together we will celebrate
Celebrate, oh, everyday,They say that you should follow
And chase down what you dream
But if you get lost and lose yourself
What does it really mean?,No matter where were going
It starts from where we are
There's more to life when we listen to our hearts
And because of you, I've got the strength to start
Yeah, yeah, yeah,Everyday of our lives
Wanna find you there, wanna hold on tight
Gonna run while we're young
And keep the faith,Everyday from right now
Gonna use our voices and scream out loud
Take my hand, together we will celebrate
Oh, everyday,We're taking it back, doing it here together
It's better like that and stronger now than ever
We're not gonna lose, 'cause we get to choose
That's how its gonna be,Everyday of our lives
Wanna find you there, wanna hold on tight
Gonna run while we're young
And keep the faith, keep the faith,Everyday of our lives
Wanna find you there, wanna hold on tight
Gonna run while we're young
And keep the faith,Everyday from right now
Gonna use our voices and scream out loud
Take my hand, together we will celebrate
Everyday, oh, everyday
(Live everyday, love everyday)
Oh, everyday, now now, everyday
(Live everyday, love everyday)
Ooh yeah yeah, I say,Everyday
Everyday
Everyday
..."
Vanessa Hudgens,Breaking Free Lyrics,2006,63.51000019,"""tag"",""Pop"").setTargeting(""cid"",""398962595"").setTargeting(""artist"",""vanessahudgens"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","We're soarin', flyin'
There's not a star in heaven
That we can't reach,If we're trying
So we're breaking free,You know the world can see us
In a way that's different than who we are,Creating space between us
'Til we're separate hearts,But your faith it gives me strength
Strength to believe,We're breakin' free!!,We're soarin'
Flyin'
There's not a star in heaven
That we can't reach
If we're trying
So we're breaking free
We're breakin' free
Uhh-uhh-uuuhhh,Can you feel it building
Like a wave the ocean just can't control,Connected by a feeling
Uuhhh, in our very souls
Very soul, oh-oohh,Rising 'til it lifts us up
So every one can see,We're breakin' free!!,We're soarin'
Flyin'
There's not a star in heaven
That we can't reach
If we're trying,
So we're breaking free
We're breaking free
Uhh-uhh-uuuhhh,Yeah-Yeah
Ohh-ohh,Now's the time
Now's the time,So we're breaking free,Ooohhh, We're breaking free,Uuuhhh, yeah,More than hope
More than faith
This is true
This is fate
And together we see it comin',More than you
More than me
Not a want, but a need
Both of us breakin' free,Soarin'
Flyin'
There's not a star in heaven
That we can't reach
If we're trying
Yeah we're breaking free,Breaking free, yeah-yeah-yeah,Were runnin'
Oohhh, climbin'
To get to the place
To be all that we can be,Now's the time
Now's the time
So we're breaking free
Ooohhh, we're breaking free
Oh-oh-ooohhh,You know the world can see us
In a way that's different than who we are"
Vanessa Hudgens,When There Was Me And You Lyrics,2006,59.10323116,"""tag"",""Pop"").setTargeting(""cid"",""398962595"").setTargeting(""artist"",""vanessahudgens"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","It's funny when you find yourself
Looking from the outside
I'm standing here but all I want
Is to be over there
Why did I let myself believe
Miracles could happen?
'Cause now I have to pretend
That I don't really care,I thought you were my fairy tale
A dream when I'm not sleeping
A wish upon a star
That's coming true
But everybody else could tell
That I confused my feelings with the truth
When there was me and you,I swore I knew the melody
That I heard you singing
And when you smiled
You made me feel
Like I could sing along
But then you went and changed the words
Now my heart is empty
I'm only left with used-to-be's
And once upon a song,Now I know your not a fairy tale
And dreams were meant for sleeping
And wishes on a star
Just don't come true
'Cause now even I can tell
That I confused my feelings with the truth
'Cause I liked the view
When there was me and you,I can't believe
That I could be so blind
It's like you were floating
While I was falling
And I didn't mind
'Cause I liked the view
I thought you felt it too
When there was me and you"
Vanessa Hudgens,Just Wanna Be With You Lyrics,2008,56.77331625,"""tag"",""Pop"").setTargeting(""cid"",""398962595"").setTargeting(""artist"",""vanessahudgens"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","I got a lot of things
I have to do.
All these distractions
Our futures coming soon
We're Being pulled a hundred different directions
But whatever happens I know I've got you,You're on my mind you're in my heart
It doesn't matter where we are
It'll be alright
Even if we're miles apart,All I wanna do, Is be with you be with you
There's nothing we can do Just wanna be with you
Only you
No matter where life takes us nothing can break us apart.
You know its true
I just wanna be with you,(Be with you),You know how life can be
It changes over night
It's sunny then raining, but it's alright
A friend like you.
Always makes it easy
I know that your kidding me every time.,Through every up through every down
You know I'll always be around
Through anything you can count on me.,All I wanna do, Is be with you be with you
There's nothing we can do Just wanna be with you
Only you
No matter where life takes us nothing can break us apart.
You know it's true
I just wanna be with you,I just wanna be with you"
Vanessa Hudgens,Say OK Lyrics,2006,43.46441875,"""tag"",""Pop"").setTargeting(""cid"",""398962595"").setTargeting(""artist"",""vanessahudgens"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Ohh, whoa (whoa),You are fine, you are sweet
But I'm still a bit naïve, with my heart
When you're close, I don't breathe
I can't find the words to speak
I feel sparks
But I don't wanna be into you
If you're not looking for true love, oh whoa
No, I don't wanna start seeing you
If I can't be your only one,So tell me when it's not alright?
When it's not ok?
Will you try to make me feel better?
Will you say alright? (say alright)
Will you say OK? (Say OK)
Wil you stick with me through whatever?
Or run away
(Say that it's gonna be alright. That it's gonna be OK)
Say OK,When you call I don't know if I should pick up the phone every time (time)
I'm not like all my friends who keep calling up the boys, I'm so shy (ohh, ohh)
But I don't want to be into you
If you don't treat me the right way
See I can only start seeing you
If you can make my heart feel safe (feel safe),When it's not alright? (not alright)
When it's not ok? (not ok)
Will you try to make me feel better?
Will you say alright? (say alright)
Will you say OK? (Say OK)
Wil you stick with me through whatever?
Or run away
(Say that it's gonna be alright. That it's gonna be OK
Don't run away, don't run away),Let me know if it's gonna be you
Boy, you've got some things to prove
Let me know that you'll keep me safe
I don't want you to run away so
Let me know that you'll call on time
Let me know that you'll help me shine
Will you wipe my tears away
Will you hold me close and say,When it's not alright?
When it's not OK?
Will you try to make me feel better
Will you say alright? (say alright)
Will you say OK? (Say OK)
Wil you stick with me through whatever?
Or run away
(Say that it's gonna be alright. That it's gonna be OK)
Say Ok
(Don't run away, yeah, don't run away)
(Say that it's gonna be alright. That it's gonna be OK, don't run away)
Will you say OK
(Say that it's gonna be alright. That it's gonna be OK)
Don't run away"
Vanessa Hudgens,A Night To Remember Lyrics,2008,42.11800069,"""tag"",""Pop"").setTargeting(""cid"",""398962595"").setTargeting(""artist"",""vanessahudgens"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Guess now it's official
Can't back out, can't back out, no
Getting ready for the night of nights
The night of nights, alright
Don't panic, panic,Now do we have to dress up for the prom?
Dude I dont think we have the choice
Yeah it's the night of all nights
Gotta look just right
Dressing to impress the boys,Do I want classic or vintage or plaid?
Where's the mirror?
I think this tux is too baggy
Too tight, it makes me look weird
Should I go movie star glamorous, sassy or sweet?
Don't know, but no one better wear the same dress as me,It's the night of our nightmares
It's the night of our dreams
It's too late to back out of it, hey!
Makeovers, massages, dont know what a corsage is
Been waiting all our lives for this,It's gonna be a night, cant wait
To remember, aw man
Come on now, big fun, alright
Its gonna be the night, I guess
To last forever, lucky us
We'll never ever ever forget,Gettin' ready, get gettin' ready
Gettin' ready, get gettin' ready
(Hey you been in there an hour man!)
So, what should I do with my hair?
Where's my shaver? Ooh, I love it
I look like a waiter, should I fluff it?
It's gettin' later, already should be there,Her mother opens the door, I'm shakin' inside
He's here, it's time, the hour's arrived
Don't know why, her father's staring me down
Where's my purse? Lip gloss?
Now I'm really freaking out
Then something changes my world
The most beautiful girl right in front of my eyes,It's gonna be a night, oh yeah!
To remember, that's for sure
Come on now, big fun, alright!
It's gonna be the night, yeah tonight
To last forever, forever more
We'll never ever ever forget,Who's that girl? She's so fine
Who's that guy? I don't recognize
Who's that girl? She looks so good, yeah
Guess you never really notice, but you probably should,Big fun, on the night of nights, alright
The night of nights, tonight
Let's dance on the night of nights
You know were gonna do it right,It's gonna be a night to remember
It's gonna be the night to last forever
It's gonna be a night to remember
It's gonna be the night to last forever, last forever,It's gonna be our night, you know it
To remember, for all time
Come on now, big fun, to remember!
Its gonna be the night, love it
To last forever, the rest of our lives
We'll never ever ever forget,It's gonna be our night, oh yeah!
All together, say it loud!
Come on now, everyone, that's right
It's gonna be a night, yeah tonight
To remember, hear the crowd
And never ever ever, never ever ever
Never ever, never ever ever forget!"
